,Job_Title,Company,Experience,Salary,Location,Job Domain,Description,Tags,Posting Date,Scraping Date,Link
136,Urgent Opening For Senior Sales Engineer - Chennai,Nithin Techno Care,2-5 Yrs,Not disclosed,Chennai,Sales Jobs,"Searching for new clients who could benefit from our products in a designated region.Establishing new, and maintaining existing, relationships with customers.Cold calling & Lead generation.Managing and interpreting customer requirements.Provide alternative solutions as required to meet unique customer needs.Offering after-sales support services.Meeting regular sales targets.Recording and maintaining client contact data.Liaising with other members of the sales team and other technical experts.Collaborate with the Local Operations Teams to obtain contractor quotes in support of sales opportunities.Co-ordinating sales projects.Supporting marketing by attending trade shows, conferences and other marketing events.Making technical presentations and demonstrating how a product will meet client needs.Develop sales and marketing strategies for key vertical market segments.Providing pre-sales technical assistance and product education.Providing training and producing support material for the sales team.Negotiating and closing Sales.Willing to Travel extensively. Salary package Minimum 3.5 lakhs to Maximum based on experience.Incentives & Allowance will be attractive based on their performance.Required Candidate profileMust be able to communicate technological solutions and product knowledge not only to technical but to business users as well.Understanding of the Sales Cycle and where the Sales Engineering Team is responsible.Must excel in competitive situations Looking for professional personality.Excellent analytical, written, verbal communications, and documentation skills.Ability to maintain focus and business acumen under sometimes stressful sales/business negotiations. Perks and Benefits Salary is Best in Industry","['providing sales training', 'sales engineering', 'marketing', 'b2b sales', 'cold calling', 'trade shows', 'lead generation', 'direct marketing']",15 Days Ago,,https://www.naukri.com/job-listings-urgent-opening-for-senior-sales-engineer-chennai-nithin-techno-care-chennai-2-to-5-years-100620002376?src=jobsearchDesk&sid=15930834383526964&xp=1&px=1
137,Senior Sales Manager,VIBRANT MEDIA (Black Sheep),3-5 Yrs,"3,00,000 - 5,00,000 PA.",Bengaluru,Sales Jobs,"Promotes and sells media products and services.Set up meetings with key agency personnel and clients (brand manager, marketing manager, head of social media etc)Write proposalsNegotiate prices and book new business. Identify and grow relationships with media agencies and brands. Manage and maintain a sales pipeline. Works to reach sales quotas and delivers sales reports to upper management.Required Candidate profileOutgoing Personality Interpersonal SkillsPersuasiveness Detail-OrientatedMulti-Tasking Reliability. ","['space sales', 'sales management', 'digital media sales', 'Sales', 'advertisement sales', 'advertisement selling', 'media sales', 'Business Development']",2 Days Ago,,https://www.naukri.com/job-listings-senior-sales-manager-vibrant-media-black-sheep-bengaluru-bangalore-3-to-5-years-230620001639?src=jobsearchDesk&sid=15930834383526964&xp=2&px=1
138,Urgent Opening For Field Sales Executive in Leading E Commerce !!,Leading E Commerce Company,0-4 Yrs,"1,75,000 PA.",Hyderabad(Mehdipatnam +3),Sales Jobs,Ensure correct on-boarding of retail shops and kirana stores.6 months to 4 yrs of experience as Sales / Business Development80% need to take orders from existing vendors20% on-boarding of new vendors and merchantApply at sanjeet@iitso.co.in,"['customer onboarding', 'Client Onboarding', 'Field Sales', 'Field Sales Officer', 'FSE', 'Business Development', 'Sales Executive', 'eCommerce Executive']",2 Days Ago,,https://www.naukri.com/job-listings-urgent-opening-for-field-sales-executive-in-leading-e-commerce-leading-e-commerce-company-hyderabad-secunderabad-0-to-4-years-230620005079?src=jobsearchDesk&sid=15930834770269105&xp=1&px=2
139,Business Development Executive / Sales Manager,Aosta Overseas Careers,2-7 Yrs,Not disclosed,"Germany, Canada, Australia",Sales Jobs,Business Development Executives / sales managerOversee the sales process to attract new clients. Work with senior team members to identify and manage risks. Maintain fruitful relationships with clients and address their needs effectively.Acquire New Client.For more details Contact us at : 7358166991 / 9841445777E mail : info@aostacareers.comSalary: Best In The Industry  ,"['Sales Process', 'relationship management process', 'Sales Management', 'Business Development', 'client servicing process', 'marketing process', 'business development process', 'Sales Executive Activities']",3 Days Ago,,https://www.naukri.com/job-listings-business-development-executive-sales-manager-aosta-overseas-careers-germany-canada-australia-2-to-7-years-220620000232?src=jobsearchDesk&sid=15930834770269105&xp=2&px=2
140,Personal Secretary To CEO (Only Female),NCRYPTS INNOVATIONS PRIVATE LIMITED,0-5 Yrs,"3,00,000 - 5,00,000 PA.",Hyderabad(Kondapur +1),Secretary Jobs,"ResponsibilitiesAs a PA, She will be the CEO's/Director's first point of contact with people from both inside and outside the organization. devising/maintaining office systems, including data management and filingarranging travel, visas, and accommodation, and occasionally traveling with the Director (Domestic and international ) to take notes or dictation at meetings or to provide general assistance during presentationsscreening phone calls, inquiries and requests, and handling them when appropriatemeeting and greeting visitors at all levels of seniorityorganizing and maintaining diaries and making appointmentsdealing with incoming email, calls, often corresponding on behalf of the CEOproducing documents, briefing papers, reports, and presentationsorganizing and attending meetings and ensuring the CEO is well prepared for meetingscarrying out specific projects and researchMaintaining all business recordstaking responsibility for accounts and budgetsworking more closely with management if taking on some of the CEO's responsibilitiesMaking decisions and delegating work to others in the CEO's absencebeing involved in decision-making processes.Salary35K to 45K (Depend on Candidates)Working hoursNormal Working hours will be 10:00 am to 7:00 pm, It may be necessary to work overtime, Part-time work, flexible hours.TravelingShe has to travel with the CEO for any official meetings.Perks and Benefits Based on Candidates","['personal secretary', 'pa', 'secretary', 'Personal Assistance', 'secretary female']",9 Days Ago,,https://www.naukri.com/job-listings-personal-secretary-to-ceo-only-female-ncrypts-innovations-private-limited-hyderabad-secunderabad-0-to-5-years-160620004948?src=jobsearchDesk&sid=15930835228788434&xp=1&px=1
141,Administrative Assistant/ Personal Secretary To MD For IT Company,Visions,0-5 Yrs,Not disclosed,"Panchkula, Mohali, Chandigarh",Secretary Jobs,"We are one of the leading IT companies of Tri-city, currently looking for ""Administrative Assistant/ Personal Secretary"" to MD.The incumbent should possess following specifications:1) Good to excellent Communication Skills2) Good to Excellent language Skills in English3) Basic computer literacy essential working knowledge of excel will be preferable.4) Graduate degree.5) Freshers possessing pleasing personality and good communication skills are welcome to apply.Job Description:1) Handling Paperwork2) Maintaining office communication files3) Working as per instructions for smooth functioning of day to day office activities.**Kindly mail us your latest and updated resume in word format","['Administration', 'Language Skills', 'Leadership', 'Communication Skills', 'Word', 'Mail', 'Administrative Assistance', 'Secretarial Activities']",Today,,https://www.naukri.com/job-listings-administrative-assistant-personal-secretary-to-md-for-it-company-visions-panchkula-mohali-chandigarh-0-to-5-years-250620003727?src=jobsearchDesk&sid=15930835228788434&xp=2&px=1
142,Executive Assistant Secretary,Client of Aventar Placements,7-12 Yrs,"5,00,000 - 8,00,000 PA.",Chennai,Secretary Jobs,"Researching and conducting data to prepare documents for reviewPresentation by boards of directors, committees, and executives.Helping prepare for meetings.Accurately recording minutes from meetings and greeting visitorsTravel arrangementsRequired Candidate profilePreferably female candidates from Chennai LocationCandidates who are from Maramalai Nagar OR who are willing to relocate there preferredMinimum of 6 Years exp in Secretarial jobGood Communication and presenting skills","['Executive Assistant', 'personal secretary', 'pa', 'secretary', 'secretary female', 'Executive Secretary', 'personal assistant', 'ea']",11 Days Ago,,https://www.naukri.com/job-listings-executive-assistant-secretary-client-of-aventar-placements-chennai-7-to-12-years-130620003780?src=jobsearchDesk&sid=15930835620264835&xp=1&px=2
143,Personal Secretary ,Capmore,4-8 Yrs,Not disclosed,Kolkata,Secretary Jobs,"Job DescriptionManage the administrative functions of the Director including maintaining calendars and coordinating schedules, arranging travel, composing memorandum, reports, correspondence, and other related office tasks.Will be responsible for coordinating efforts of the different departments, to include organizing meetings, supporting conference calls, and establishing consistent, efficient administrative work instructions.Add value through understanding the work processes and resources, structure and business of the organization, including when and how to access them Knowledge.Requirements SkillsAnalytical Logical SkillsResearch SkillsNegotiation SkillsWriting SkillsPersonal SkillsReady To Traveling Nation InternationalWork Management SkillsComputer and Internet SavvyResponsibilitiesSpecific Support the Director in planning, directing and managing, by coordinating day-to-day business Financial activities.Facilitate the Director s accessibility and open lines of communication in regards to various Financial Reports, Coordinate meeting and conference schedules.Serve as point of contact for staff and clients.Maintain Director s calendar, Develop and maintain contact list for Director s business engagements and prepare and submit Financial reports of specific Projects as and when required.Qualifications : B.Com, CA, ICWA","['PDF', 'Work management', 'Financial reporting', 'Analytical', 'Personal Secretary', 'SAT', 'Director', 'Research']",Today,,https://www.naukri.com/job-listings-personal-secretary-capmore-kolkata-4-to-8-years-240620500806?src=jobsearchDesk&sid=15930835620264835&xp=2&px=2
144,Corporate Planning / Consulting / Strategy,V5 Global Services,0-2 Yrs,Not disclosed,Delhi,Corporate Planning Jobs,"  Roles and Responsibility :Key responsibilities:Determine operational objectives by studying business functions; gathering information; evaluating output requirements and formatsConstruct workflow charts and diagrams; studying system capabilities; writing specificationsImprove systems by studying current practices; designing modificationsRecommend controls by identifying problems; writing improved proceduresDefine project requirements by identifying project milestones, phases and elements; forming project team; establishing project budgetManaging information flow in a timely and accurate manner.Managing executives calendars and set up meetings.Make travel and accommodation arrangements.","['Executive', 'Retail marketing', 'Workflow', 'Management', 'Merchandising', 'Operations', 'Inventory', 'CRM']",15 Days Ago,,https://www.naukri.com/job-listings-corporate-planning-consulting-strategy-v5-global-services-delhi-0-to-2-years-090620501229?src=jobsearchDesk&sid=15930836015116551&xp=1&px=1
145,Manager -  Corporate Planning & Strategy,A2Z INFRA ENGINEERING LIMITED,5-10 Yrs,Not disclosed,Gurgaon,Corporate Planning Jobs,Coordinating and integrating unit activities so they conform to organizational strategies (achieving synergy) .Developing distinctive competencies and competitive advantage in each unit.New Business Entries. Financial Modelling.MBA with at least 5 yrs of experience across strategic planning and Business and Financial Modelling,"['New', 'distinctive', 'Corporate', 'Developing', 'competencies', 'Planning', 'Entries']",30+ Days Ago,,https://www.naukri.com/job-listings-manager-corporate-planning-strategy-a2z-infra-engineering-limited-gurgaon-5-to-10-years-300616502199?src=jobsearchDesk&sid=15930836015116551&xp=2&px=1
146,Manager/ AGM/ DGM- Business Development,Axykno Capital Services,3-7 Yrs,Not disclosed,Nagpur,Corporate Planning Jobs,"Shall be responsible to drive overall business integration for seamless growth, through proposals, emails, Phone calls, meetings, etc.Shall have to undertake extensive research related to the Natural Resources & Energy sector and identify opportunities for growth and diversification in the sector Create & Identify new non tender opportunities and converting the opportunities into mandates in Natural Resources and Energy Group to take it to the next level of growth.Shall have to meet specified targets in terms of number of mandates sourced, executed and fees generatedShall be responsible to lead the team in the entire NRE initiatives of the company.Shall be responsible to create and maintain effective relations with Clients on a continuous basis for work generation & generating fresh & new mandates.Have an understanding of the relevant industry sectors and the Firm's service offerings particularly Natural Resources & Energy.Shall be responsible for Research in Mineral sector and Power sector including Clean Energy.Should have awareness about Research Websites.Should be well versed with Drafting of documents & preparation of information memorandum.Understanding of legal documents.Should be able to present research assignment in Structured and Logical manner.Should inspire and motivate NRE team to achieve company goals.Shall be responsible to undertake travel to various clients' offices across India for interaction and PowerPoint presentation on the business proposal.Required Candidate profileMasters Degree (MBA) in Finance & Marketing from a leading university is desirable.Should be a Quick Learner, Focused & have Clarity of thoughts.Sound working knowledge of MS Office specially MS-Word & MS- Excel and PowerPoint.Outstanding ethics, integrity and judgmentShould demonstrate leadership capabilities.Exceptional written and verbal communication skills with specific ability to communicate concepts and ideas concisely and defend their validityShould have excellent presentation skills.Comfort in and commitment to strong teamwork environment.Highly organized, detail oriented and proactive Ability to comfortably interact with clients in a professional and mature mannerWillingness to travel at short notice is a must.Should have in depth knowledge about Infrastructure, Power & Coal sector in India.","['client relationship management', 'operations management', 'Business Development', 'pre bid meetings']",9 Days Ago,,https://www.naukri.com/job-listings-manager-agm-dgm-business-development-axykno-capital-services-nagpur-3-to-7-years-150620005640?src=jobsearchDesk&sid=15930836291505888&xp=1&px=2
147,Executive/ Asst Manager- Strategic Account/ Business Development,Ingenuity Inc,1-3 Yrs,Not disclosed,Bengaluru,Corporate Planning Jobs,"Executive/ Asst Manager- Strategic Account/ Business Development / Key Accounts - Staffing / Recruitment/ Consulting Location: Bangalore  Role: Responsible for the complete business development cycle - Cold calling to billing, Should be expertise in Accounts and Client Management, Permanent and Contract Staffing Long term relationships with clients Ensuring sign-ups into billable clients generating consistent revenue Should have Experience in FMCG/ FMCD/Consumer Durable /Real estate /PMC/ IPC / Telecom/ Banking Sector  with 1-3 years of experience in business development/ New client Acquisition from (Non IT ) HR/ Staffing background.Recruitment exp would be added advantage","['Key Accounts', 'MT', 'Modern trade']",22 Days Ago,,https://www.naukri.com/job-listings-executive-asst-manager-strategic-account-business-development-ingenuity-inc-bengaluru-bangalore-1-to-3-years-030620901970?src=jobsearchDesk&sid=15930836291505888&xp=2&px=2
148,Site Engineers Required For Pan India ( Civil /mechanical /electrical),Principle ACS Engineering India Pvt. Ltd,0-3 Yrs,"1,25,000 - 3,00,000 PA.","Bengaluru, Hyderabad, Kolkata",Site Engineering Jobs,"Qualification : BE/B.TECH/Diploma Mechanical /Civil/Electrical  Salary Package as a fresher will be 15 K ( take home will be 12025) + Site Allowances + PF and ESI Benefits)  Job Specification :To be involved on New Build telecom Tower maintenance /audit/ execution  Electrical Engineers have to do the electrical auditsMechanical Engineers had to set the frames on the tower by climbing it ( with all safety methods )Civil engineers : will be taking care of installation and execution .Civil /Mechanical /Electrical had to get on to the towers to make the checking's as its compulsion , for Mechanical its must to climb the tower -- max unto 50 M as per the requirement  Role: Junior Engineer  Responsibilities :The position is responsible for site visits and inspections ,travelling is must  Survey to be made  and Field Inspection Reports along with photographs to be submitted to Reporting manager after completion of site visit.  Execute Tower maintenance, Tower Erection & Tower Foundations with supervision of hired labour teams in the region along with submission of reports & photographs ensuring best quality & timely delivery work as per client agreed scope and drawings  Engineer is expected to climb up to top tower & get down foundation excavated area to verify, collect & ensure the work being carried out with respect to drawings issued by client. Based on inspection & data collection site report need to be prepared & submitted to line manager/circle office.  For civil /mechanical /electrical engineers it entails above work is been carried out as per expectation of client.  Note: Tower Climbing is Compulsory for Mechanical Engineers. For civil and Electrical if interested or else not a compulsion . ","['Installation', 'Survey', 'Execution', 'Line Management', 'PF', 'Tower Erection', 'site engineering', 'ESI']",16 Days Ago,,https://www.naukri.com/job-listings-site-engineers-required-for-pan-india-civil-mechanical-electrical-principle-acs-engineering-india-pvt-ltd-bengaluru-bangalore-hyderabad-secunderabad-kolkata-0-to-3-years-090620000387?src=jobsearchDesk&sid=15930836693112743&xp=1&px=1
149,Site Engineer,Adroit Jobs International,0-2 Yrs,Not disclosed,"Jodhpur, Ahmedabad, Rajkot",Site Engineering Jobs,"Job Description- Diploma in Civil Engineering |BE candidates having 1 to 5 years of civil project work experience as follows. Fresher's can also apply for this position.- Inspect project sites to monitor progress and ensure conformance to design specifications and safety or sanitation standards.- Analyze survey reports, maps, and drawings.- Consider construction costs and other factors in planning stages and risk analysis- Test building materials.- Provide cost estimates for materials, equipment, or labor to determine projects economic feasibility- Use design software to plan and design transportation systems, hydraulic systems, and structures in line with industry and government standards- Perform or oversee, surveying operations to establish reference points, grades, and elevations to guide construction- Manage the repair, maintenance, and replacement of infrastructure.- Compute load and grade requirements, water flow rates, and material stress factors to determine design specifications.- Inspect project sites to monitor progress and ensure conformance to design specifications and safety or sanitation standards.- Direct construction, operations, and maintenance activities at project site.- Direct or participate in surveying to lay out installations and establish reference points, grades, and elevations to guide construction.- Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.- Provide technical advice regarding design, construction, or program modifications and structural repairs to industrial and managerial personnel.- Conduct studies of traffic patterns or environmental conditions to identify engineering problems and assess the potential impact of projects.","['Front end', 'Web technologies', 'jQuery', 'html5', 'Javascript', 'bootstrap', 'Photoshop', 'CSS3']",Today,,https://www.naukri.com/job-listings-site-engineer-adroit-jobs-international-jodhpur-ahmedabad-rajkot-0-to-2-years-240620500623?src=jobsearchDesk&sid=15930836693112743&xp=2&px=1
150,Civil Site Engineer - Residential & Commercial Projects,CRM ENGINEERING,0-5 Yrs,Not disclosed,Coimbatore,Site Engineering Jobs,"Job Summary : Construction Company Doing Residential and Commercial Projects around Tamil Nadu Requires Site Engineers and Site Supervisors.Responsibilities And Duties :- Quantity Estimate materials for Cost Estimating purposes.- This includes quantity plan reading, on-screen takeoffs, inputs into estimating software, performing estimates, training, scheduling, establishing goals and standards- Prepare work to be accomplished by gathering information and requirements- Prepare Quantity Estimates from Architectural Drawings- Proficient Plan reading skills a must- Performs a key role in project planning, budgeting and identification of resources- Develop good relationship with international clients- Allocate appropriate tasks to your team members and manage it- Take responsibility and ownership of your team's projects- Willingness to learn new ideas and implement- Communicate ideas clearly and effectively- Desire to work in team oriented collaborate environment","['Architectural Drawing', 'Costing - Civil / Construction', 'Civil Drawing', 'Estimation', 'Civil Engineering', 'Civil Design', 'Site Engineering', 'Site Operations']",30+ Days Ago,,https://www.naukri.com/job-listings-civil-site-engineer-residential-commercial-projects-crm-engineering-coimbatore-0-to-5-years-080520902283?src=jobsearchDesk&sid=15930836969611391&xp=1&px=2
151,Civil Site Engineer - Residential & Commercial Projects,CRM ENGINEERING,0-5 Yrs,Not disclosed,"Tirupur, Tamil Nadu",Site Engineering Jobs,"Job Summary : Construction Company Doing Residential and Commercial Projects around Tamil Nadu Requires Site Engineers and Site Supervisors.Responsibilities And Duties :- Quantity Estimate materials for Cost Estimating purposes.- This includes quantity plan reading, on-screen takeoffs, inputs into estimating software, performing estimates, training, scheduling, establishing goals and standards- Prepare work to be accomplished by gathering information and requirements- Prepare Quantity Estimates from Architectural Drawings- Proficient Plan reading skills a must- Performs a key role in project planning, budgeting and identification of resources- Develop good relationship with international clients- Allocate appropriate tasks to your team members and manage it- Take responsibility and ownership of your team's projects- Willingness to learn new ideas and implement- Communicate ideas clearly and effectively- Desire to work in team oriented collaborate environment","['Architectural Drawing', 'Civil Drawing', 'Estimation', 'Civil Engineering', 'Project Management - Civil', 'Site Engineering', 'Site Maintenance', 'Site Operations']",30+ Days Ago,,https://www.naukri.com/job-listings-civil-site-engineer-residential-commercial-projects-crm-engineering-tirupur-tamil-nadu-0-to-5-years-080520902238?src=jobsearchDesk&sid=15930836969611391&xp=2&px=2
152,"Motion Graphic Designer, (Animation and Corporate Film Video)",GCS MEDIA,1-2 Yrs,"2,00,000 - more than 3,00,000 PA.",Gurgaon,Film Jobs," Applicant should be familiar with a variety of the field's concepts, practices, and procedures and should rely on extensive experience and judgment to plan and accomplish goals.Projects include 2D animation for the App and for other CommunicationsTemplates for video projectsFull-scale 2d animated videosAnimated assets for content videosJavascript based simulations for video projectsCharacter animation - Motion graphics and kinetic typography in videosAbility to follow storyboard, design reference accuratelyWork in a range of styles, and to work with a minimum supervisionWorking knowledge and experience with Adobe After Effects (including Duik, Boa Bones and other pluginsForward Inverse Kinematics, Puppet Pins 3rd party pluginsRed Giant Trapcode Suite,VideoCopilot Suite including Element 3d and others,Plexus, Newton and otherPhysics Simulators, Motion V2, etc.Toon Boom,Character Animator,Adobe AnimatorPhotoshop Timeline Animation,Support business development activities such as contributing expert design input to pitches, proposals and client presentations.Required Candidate profileCandidates should have at least a diploma in Animation and Graphic Design.Should have handson Experience on the above mentioned softwares.Should be proficient in Animation Design. 2D and 3D Reach out at ::gscmedia.deepak@gmail.comPerks and Benefits best in the industry compensation structure","['puppet', 'adobe creative suite', '3d animation', '2d animation', 'design', 'character animation', 'photoshop', 'motion graphics']",13 Days Ago,,https://www.naukri.com/job-listings-motion-graphic-designer-animation-and-corporate-film-video-gcs-media-gurgaon-1-to-2-years-110620006151?src=jobsearchDesk&sid=15930837429324631&xp=1&px=1
153,Assistant Professor- Film and Drama,Amity University (a unit of Ritnand Balved Education Foundation),5-10 Yrs,Not disclosed,Noida,Film Jobs,None,"['drama', 'film production', 'university professors drama', 'film making', 'assistant professor drama', 'NSD', 'film direction', 'national school of drama']",13 Days Ago,,None
154,Mobile Video Producer Director Editor Graphic FX Youtube Facebook VIDE,XLM,0-5 Yrs,"2,50,000 - 7,50,000 PA.","Delhi NCR, Gurgaon, Noida",Film Jobs,DIRECTORVIDEO PRODUCERVIDEOGRAPHERMOBILE VIDEOSHORT-FORMEDITORCONTENT CREATORSCREENWRITERSOUND MIXERBACKGROUND GRAPHIC FXVIDEO EXPERTPROMO VIDEOFACEBOOK VIDEOYOUTUBE VIDEOMUSIC VIDEOCOMEDY VIDEONEWS VIDEOLIFESTYLE VIDEOTRIVIA VIDEORequired Candidate profileDIRECTORVIDEO PRODUCERVIDEOGRAPHERMOBILE VIDEOSHORT-FORMEDITORCONTENT CREATORSCREENWRITERSOUND MIXERBACKGROUND GRAPHIC FXVIDEO EXPERTPROMO VIDEOFACEBOOK VIDEOYOUTUBE VIDEOMUSIC VIDEOCOMEDY VIDEONEWS VIDEOLIFESTYLE VIDEOTRIVIA VIDEOPerks and benefitsExcellent Growth | Incentives | Perks | Benefits | Facilities,"['youtube', 'background graphic expert', 'sound editor', 'facebook', 'video editor', 'short form video', 'corel', 'photoshop']",9 Days Ago,,https://www.naukri.com/job-listings-mobile-video-producer-director-editor-graphic-fx-youtube-facebook-vide-xlm-delhi-ncr-gurgaon-noida-0-to-5-years-070420003325?src=jobsearchDesk&sid=15930837999923919&xp=1&px=2
155,Program Producer,T V House Network (Bangalore) Pvt Ltd,2-7 Yrs,"2,50,000 - 4,50,000 PA.",Bengaluru(3rd Block Jayanagar),Film Jobs,"Video / program production with appropriate skills in the production / Direction departments and additional skills of script writing; a sense of film making, adapting newer ways of storytelling that capture viewer / audience's immediate attention.Required Candidate profileExperienced professional with the skills and capability in conceptualizing, planning & executing the video / program production & shooting activity; responsible to produce the output as assigned by the team / client /co. with latest techniques.Perks and benefitsCTC","['Conceptualizer', 'Execution', 'Program Producer', 'film making', 'Planning', 'script writing', 'direction']",30+ Days Ago,,https://www.naukri.com/job-listings-program-producer-t-v-house-network-bangalore-pvt-ltd-bengaluru-bangalore-2-to-7-years-080520000686?src=jobsearchDesk&sid=15930837999923919&xp=2&px=2
156,Teaching Associates (TA) and Teaching Assistants (tea) Required,GS GLOBAL SOLUTION LLP,1-6 Yrs,"2,50,000 - more than 3,00,000 PA.",Ahmedabad(Satellite),Teacher Jobs,Designation: Assistant Professor (Management)Job Role:Proofreading the academic assignments created by the writersGive comments to the writersEdit the content if neededResource managementManage teamResource managementSkills required:Research and knowledge of research methodsProficiency in writing and speaking EnglishExcellent theoretical knowledge on management subjectsPerks and Benefits 24k-30k Per month,"['Academic Assistant', 'Teaching Assistant', 'Teaching Associate', 'Academic Associate']",2 Days Ago,,https://www.naukri.com/job-listings-teaching-associates-ta-and-teaching-assistants-tea-required-gs-global-solution-llp-ahmedabad-1-to-6-years-110220001294?src=jobsearchDesk&sid=15930838503178036&xp=1&px=1
157,US Firm-teach Math/coding from Home-earn up To 40k/month,98thPercentile,0-5 Yrs,"3,50,000 - 5,00,000 PA.","Delhi NCR, Mumbai, Bengaluru",Teacher Jobs,"Are you an energetic and passionate Math or Coding teacher that goes above and beyond to satisfy the curiosity of the student?Are you excited by the opportunity to teach American kids?Are you one of those that watches every Hollywood movie and tries to speak like Americans?Are you good with using computers and programs like Skype, Microsoft Word, and PowerPoint etc.?Do you hate wasting time commuting to your workplace and you want to work from home?If you've answered yes to the questions, then this job is for you.98thPercentile is seeking full time teachers who are passionate to provide exemplary individualized and engaging learning experience for our students on our online platform. We are a US based online teaching and learning company and are hiring multiple teachers for our MATH(Grades 1 to 8 and Algebra), SAT Math and Coding(Scratch, JavaScript, Python) programs.  Required Skills:  This job is to teach American kids. If you can speak good English and are passionate to teach, go ahead and apply. We will train you on subject matter whether it is Math or Coding  REMUNERATION: Work From Home & Earn up to Rs.40,000/month with an increment of up to Rs.10,000 after 1 year of service with good performance.  Job Duties:FULL TIME - Requires teaching in early morning hours from 4:30AMTeacher needs to take online class, assign homework and assign testsContent & material is already provided. Teacher just has to teach and update trackers.All tasks are to be executed online on our platforms","['work from home', 'Java', 'information technology training', 'sat', 'tutoring', 'teaching', 'algebra', 'scratch']",30 Days Ago,,https://www.naukri.com/job-listings-us-firm-teach-math-coding-from-home-earn-up-to-40k-month-98thpercentile-delhi-ncr-mumbai-bengaluru-bangalore-0-to-5-years-260520001396?src=jobsearchDesk&sid=15930838503178036&xp=2&px=1
158,Teaching Assistant  Science,Great Lakes,2-4 Yrs,Not disclosed,Chennai,Teacher Jobs,"Job Description:? Plan, prepare and deliver instructional activities? Create positive educational climate for students to learn in.? Meet course and school-wide student performance goals.? Participate in ongoing training sessions.? Create lesson plans and modify accordingly throughout the year.? Maintain grade books.? Grade papers and perform other administrative duties as needed.? Create projects designed to enhance lectures.? Create lesson plans.? Utilize various curriculum resources.? Integrate competencies, goals, and objectives into lesson plans.? Utilize curricula that reflect the diverse educational, cultural, and linguistic backgrounds of the students served.? Develop professional relationships with other agencies and programs.? Work with program coordinators to ensure initiatives are being met.? Establish and communicate clear objectives for all learning activities.? Prepare and distribute required reports.? Observe and evaluate student's performance.? Manage student behavior in the classroom by invoking approved disciplinary procedures","['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching']",30+ Days Ago,,https://www.naukri.com/job-listings-teaching-assistant-science-great-lakes-chennai-2-to-4-years-290316500610?src=jobsearchDesk&sid=15930838924647624&xp=1&px=2
159,Teaching Assistant Health Care Management,Great Lakes,2-4 Yrs,Not disclosed,Chennai,Teacher Jobs,"Job Description:? Plan, prepare and deliver instructional activities? Create positive educational climate for students to learn in.? Meet course and school-wide student performance goals.? Participate in ongoing training sessions.? Create lesson plans and modify accordingly throughout the year.? Maintain grade books.? Grade papers and perform other administrative duties as needed.? Create projects designed to enhance lectures.? Create lesson plans.? Utilize various curriculum resources.? Integrate competencies, goals, and objectives into lesson plans.? Utilize curricula that reflect the diverse educational, cultural, and linguistic backgrounds of the students served.? Develop professional relationships with other agencies and programs.? Work with program coordinators to ensure initiatives are being met.? Establish and communicate clear objectives for all learning activities.? Prepare and distribute required reports.? Observe and evaluate student's performance.? Manage student behavior in the classroom by invoking approved disciplinary procedures","['Counselor', 'Mentor', 'Trainer', 'Advisor', 'Educator', 'Teaching']",30+ Days Ago,,https://www.naukri.com/job-listings-teaching-assistant-health-care-management-great-lakes-chennai-2-to-4-years-290316500609?src=jobsearchDesk&sid=15930838924647624&xp=2&px=2
